YEAR,VALUE,STREET_NUMBER,STREET_NAME,LATITUDE,LONGITUDE
2017,1649000.0,2131,FRASERVIEW DR,49.211719199999997,-123.063543600000003
2017,3624000.0,2816,KING EDWARD AVE W,49.247918499999997,-123.168495500000006
2017,871000.0,3327,WINDSOR ST,49.254823999999999,-123.083706000000006
2017,1278000.0,1226,59TH AVE E,49.216164300000003,-123.081268600000001
2017,2575000.0,3265,15TH AVE W,49.259056100000002,-123.177266200000005
2017,2752000.0,2575,10TH AVE W,49.263305500000001,-123.164135799999997
2017,1235000.0,2721,PARKER ST,49.276036699999999,-123.048711299999994
2017,1222000.0,3216,GEORGIA ST E,49.278020900000001,-123.035653199999999
2017,434000.0,3391,FIELDSTONE AVE,49.208056900000003,-123.033621999999994
2017,2085000.0,1818,MCNICOLL AVE,49.276163400000002,-123.146665400000003
2017,1339000.0,2892,14TH AVE E,49.256973799999997,-123.045322200000001
2017,2850000.0,3585,24TH AVE W,49.251307900000000,-123.184425800000000
2017,3144000.0,6550,MAPLE ST,49.226404799999997,-123.151935699999996
2017,1.0,258,HASTINGS ST E,49.281008100000001,-123.098186900000002
2017,1596000.0,6538,PINEHURST DR,49.225002900000000,-123.115713900000003
2017,1969000.0,5778,CREE ST,49.232270800000002,-123.099627200000000
2017,1454000.0,338,55TH AVE E,49.219848900000002,-123.098962000000000
2017,3206000.0,3282,33RD AVE W,49.242073499999996,-123.177804699999996
2017,1416000.0,3006,GEORGIA ST E,49.278027600000001,-123.041149799999999
2017,3719000.0,1331,53RD AVE W,49.222812699999999,-123.136028499999995
2017,2660000.0,2665,42ND AVE W,49.234025600000002,-123.165279200000001
2017,1327000.0,2232,WENONAH ST,49.244093700000001,-123.059874800000003
2017,1362000.0,4025,CLARK DR,49.248634500000001,-123.078470999999993
2017,2813000.0,797,24TH AVE W,49.250415099999998,-123.121923300000006
2017,35794000.0,1936,10TH AVE W,49.262349000000000,-123.149371900000006
2017,1188000.0,2671,PARKER ST,49.276034199999998,-123.050264299999995
2017,918000.0,745,69TH AVE W,49.209382200000000,-123.122517400000007
2017,3834000.0,2228,TRIUMPH ST,49.283642200000003,-123.059057699999997
2017,1292000.0,2945,26TH AVE E,49.247320700000003,-123.042819300000005
2017,2447000.0,3249,11TH AVE W,49.262670100000001,-123.177005100000002
2017,1148000.0,1028,RENFREW ST,49.274881000000001,-123.043672900000004
2017,3964000.0,3192,23RD AVE W,49.251657999999999,-123.175422699999999
2017,22576000.0,2808,BROADWAY W,49.263807000000000,-123.168830799999995
2017,3358000.0,3081,ALMA ST,49.259349299999997,-123.186424099999996
2017,1475000.0,1628,20TH AVE E,49.252265199999997,-123.071182800000003
2017,1913000.0,2281,WATERLOO ST,49.266128799999997,-123.180105499999996
2017,1187000.0,3718,NANAIMO ST,49.251289300000003,-123.056177500000004
2017,2566000.0,6225,YEW ST,49.229845500000003,-123.159096300000002
2017,9335000.0,1290,HOMER ST,49.274134699999998,-123.124408799999998
2017,1478000.0,6739,DUMFRIES ST,49.222976000000003,-123.075006799999997
2017,1331000.0,3478,RUPERT ST,49.253419999999998,-123.033337700000004
2017,2120000.0,235,18TH AVE E,49.255033699999998,-123.099976200000000
2017,1846000.0,7424,PRINCE EDWARD ST,49.217085400000002,-123.097364200000001
2017,2080000.0,1535,65TH AVE W,49.212526699999998,-123.141836200000000
2017,2969000.0,3282,31ST AVE W,49.243974299999998,-123.177469400000007
2017,31034000.0,4749,BELMONT AVE,49.275130500000003,-123.216685299999995
2017,6821000.0,8616,OAK ST,49.208001400000001,-123.129847799999993
2017,1412000.0,3112,VENABLES ST,49.276116799999997,-123.038152299999993
2017,3009000.0,5737,OLYMPIC ST,49.234385699999997,-123.190051299999993
2017,3005000.0,1551,60TH AVE W,49.217055500000001,-123.142092700000006
2017,2659000.0,3360,3RD AVE W,49.269156199999998,-123.179110899999998
2017,1620000.0,1730,WILLIAM ST,49.273674700000001,-123.068800199999998
2017,1391000.0,5731,CLARENDON ST,49.232141100000000,-123.055620700000006
2017,1460000.0,2269,6TH AVE E,49.265250299999998,-123.058451399999996
2017,4186000.0,3988,31ST AVE W,49.244035699999998,-123.193284399999996
2017,1477000.0,4949,CHESTER ST,49.239789100000003,-123.089477099999996
2017,1256000.0,2221,CHARLES ST,49.273244200000001,-123.059263599999994
2017,535000.0,2309,SOUTH SHORE CRES,49.207012100000000,-123.059221699999995
2017,1360000.0,2747,6TH AVE E,49.265028600000001,-123.048353800000001
2017,3485000.0,2576,13TH AVE W,49.259976000000002,-123.164256899999998
2017,620000.0,1378,27TH AVE E,49.246410599999997,-123.076915999999997
2017,2512000.0,1925,43RD AVE W,49.232886100000002,-123.150069099999996
2017,1918000.0,5909,HOLLAND ST,49.232837900000000,-123.192876900000002
2017,1890000.0,1855,11TH AVE W,49.262101100000002,-123.147148000000001
2017,4122000.0,4362,TOWNLEY ST,49.247315800000003,-123.158589899999996
2017,3176000.0,3456,31ST AVE W,49.243989800000001,-123.181162299999997
2017,2006000.0,396,29TH AVE E,49.244290399999997,-123.097736299999994
2017,1360000.0,2743,8TH AVE E,49.263223500000002,-123.048221400000003
2017,1337000.0,4376,WINDSOR ST,49.245773200000002,-123.083581300000006
2017,3641000.0,2182,21ST AVE W,49.253270499999999,-123.155203700000001
2017,2193000.0,7150,GRANVILLE ST,49.221251500000001,-123.139652100000006
2017,2188000.0,859,THURLOW ST,49.284153699999997,-123.125876500000004
2017,406500.0,1345,COMOX ST,49.284650200000002,-123.133450199999999
2017,2935000.0,150,44TH AVE W,49.230233900000002,-123.109652400000002
2017,1352000.0,1139,13TH AVE E,49.259000999999998,-123.080414500000003
2017,1181000.0,1940,LAKEWOOD DR,49.267073600000003,-123.061564599999997
2017,1180000.0,1780,1ST AVE E,49.269322799999998,-123.067756200000005
2017,2850000.0,3824,21ST AVE W,49.253529800000003,-123.188809599999999
2017,911000.0,4029,ARBUTUS ST,49.250236700000002,-123.153563100000000
2017,597000.0,3636,BROADWAY W,49.264287799999998,-123.184410799999995
2017,1121000.0,1057,21ST AVE E,49.252047599999997,-123.082431499999998
2017,4047000.0,3491,35TH AVE W,49.240743600000002,-123.181716399999999
2017,597000.0,3357,FLAGSTAFF PL,49.211078600000000,-123.030951200000004
2017,3489000.0,5653,KILLARNEY ST,49.233482000000002,-123.046350700000005
2017,3371000.0,1518,VENABLES ST,49.276431600000002,-123.072803500000006
2017,488000.0,2868,KENT AVE SOUTH E,49.271094099999999,-123.007374900000002
2017,1130000.0,3485,GRANDVIEW HWY,49.258435400000003,-123.029005799999993
2017,3932000.0,4134,11TH AVE W,49.262479999999996,-123.198047900000006
2017,1486000.0,2893,42ND AVE E,49.232260099999998,-123.046140100000002
2017,5227000.0,6287,ADERA ST,49.229011900000003,-123.143910000000005
2017,1715000.0,8432,OAK ST,49.209774500000002,-123.129793199999995
2017,2256000.0,73,21ST AVE W,49.252147899999997,-123.106556900000001
2017,1387000.0,5845,CHESTER ST,49.231568400000000,-123.089608100000007
2017,1057000.0,2076,3RD AVE E,49.267557600000004,-123.062138399999995
2017,399879.3103448276,1216,HOMER ST,49.275006400000002,-123.123570299999997
2017,275000.0,3007,CAMBIE ST,49.258427400000002,-123.115116799999996
2017,1461000.0,2273,46TH AVE E,49.228760399999999,-123.060145700000007
2017,3009000.0,5788,OLYMPIC ST,49.234023600000000,-123.189290700000001
2017,1423000.0,3450,GARDEN DR,49.252704000000001,-123.057845799999996
2017,1572000.0,915,53RD AVE E,49.222152700000002,-123.086519800000005
2017,451000.0,7364,PINNACLE CRT,49.216817300000002,-123.027721999999997
2017,1871000.0,7035,VIVIAN DR,49.219889000000002,-123.050976100000000
2017,643795.918367347,1690,8TH AVE W,49.264313399999999,-123.142931799999999
2017,876000.0,918,15TH AVE E,49.256950400000001,-123.084839000000002
2017,1600000.0,1850,PARKER ST,49.275474199999998,-123.066405300000000
2017,4250000.0,4051,PINE CRES,49.250021300000000,-123.147794500000003
2017,3057000.0,1195,50TH AVE W,49.226018099999997,-123.133263900000003
2017,956000.0,104,16TH AVE W,49.256412400000002,-123.107376099999996
2017,587000.0,618,GEORGIA ST E,49.278388200000002,-123.091049100000006
2017,2694000.0,2020,DUNDAS ST,49.284544799999999,-123.062766400000001
2017,1945000.0,55,11TH AVE W,49.261454200000003,-123.106278700000004
2017,3097000.0,3587,38TH AVE W,49.237977700000002,-123.184794999999994
2017,9438000.0,3875,OSLER ST,49.250925299999999,-123.130255700000006
2017,683000.0,1698,75TH AVE W,49.206680200000001,-123.147752699999998
2017,1674000.0,1574,59TH AVE E,49.216087299999998,-123.074438900000004
2017,783000.0,2507,KENT AVE NORTH E,49.271094099999999,-123.007374900000002
2017,1952000.0,2725,52ND AVE E,49.222143600000003,-123.052054499999997
2017,1718000.0,3585,46TH AVE E,49.228398599999998,-123.025931000000000
2017,477281.25,3131,MAIN ST,49.256931299999998,-123.101312100000001
2017,3609000.0,3355,DEERING ISLAND PL,49.217376000000002,-123.181638599999999
2017,2540000.0,2648,BALACLAVA ST,49.262899099999998,-123.173708000000005
2017,1464000.0,802,15TH AVE E,49.256879099999999,-123.087223800000004
2017,2728000.0,1688,63RD AVE W,49.213836000000001,-123.145694100000000
2017,1791000.0,7439,ELLIOTT ST,49.216731099999997,-123.054086200000000
2017,664000.0,352,14TH AVE W,49.258664000000003,-123.112388600000003
2017,1741000.0,6255,ELGIN ST,49.227720200000000,-123.084207399999997
2017,1424000.0,4386,PERRY ST,49.245701599999997,-123.070965299999997
2017,1463000.0,430,KING EDWARD AVE E,49.248436300000002,-123.095815299999998
2017,1572000.0,925,53RD AVE E,49.222156499999997,-123.086327400000002
2017,918000.0,8371,SELKIRK ST,49.210184800000000,-123.133362899999995
2017,2931000.0,4153,15TH AVE W,49.259388800000004,-123.198674100000005
2017,2090000.0,8069,HUDSON ST,49.212470199999998,-123.134621600000003
2017,357000.0,89,GARDEN DR N,49.285596499999997,-123.057796900000000
2017,1235000.0,3338,WILLIAM ST,49.273882899999997,-123.032248699999997
2017,12431000.0,3197,POINT GREY RD,49.271627299999999,-123.175786700000003
2017,742000.0,2967,WALL ST,49.290010899999999,-123.042483700000005
2017,1578000.0,3621,2ND AVE W,49.270640499999999,-123.184214100000005
2017,1092000.0,862,RENFREW ST,49.276744600000001,-123.043636599999999
2017,4177000.0,1050,NANTON AVE,49.246067900000000,-123.128811999999996
2017,5926000.0,310,14TH AVE E,49.258113299999998,-123.097929300000004
2017,444750.0,3417,49TH AVE E,49.223536600000003,-123.028473199999993
2017,3469000.0,650,31ST AVE W,49.242922200000002,-123.119614200000001
2017,23600.0,1298,MARINE DR SW,49.202844499999998,-123.134090299999997
2017,1233000.0,1346,49TH AVE E,49.225048600000001,-123.079021699999998
2017,1262000.0,3028,26TH AVE E,49.246825200000004,-123.040845800000000
2017,1361000.0,5268,CHAMBERS ST,49.236933399999998,-123.052653100000001
2017,1552000.0,612,29TH AVE E,49.244291500000003,-123.092092300000004
2017,1649000.0,1070,13TH AVE E,49.258479800000003,-123.081793500000003
2017,977000.0,982,54TH AVE W,49.221495900000001,-123.128034499999998
2017,745000.0,1637,3RD AVE W,49.268878000000001,-123.141951500000005
2017,1693000.0,240,22ND AVE E,49.250898399999997,-123.099946299999999
2017,1267000.0,2941,FRASER ST,49.258166799999998,-123.089546799999994
2017,2758000.0,3415,31ST AVE W,49.244525099999997,-123.180621700000003
2017,3372000.0,3578,MARINE DR SW,49.229911899999998,-123.184639000000004
2017,1348000.0,1935,GEORGIA ST E,49.278580800000000,-123.064710800000000
2017,1510000.0,766,30TH AVE E,49.243262000000001,-123.088655099999997
2017,617000.0,1521,BARCLAY ST,49.287619300000003,-123.133682100000001
2017,2925000.0,4508,15TH AVE W,49.259032800000000,-123.209615600000006
2017,1235000.0,3225,WILLIAM ST,49.274376500000002,-123.035460099999995
2017,7238000.0,618,MAIN ST,49.279055999999997,-123.099284800000007
2017,1621000.0,5491,DUMFRIES ST,49.234909199999997,-123.074584400000006
2017,1326000.0,2208,45TH AVE E,49.229174299999997,-123.061780600000006
2017,1481000.0,6917,GLADSTONE ST,49.221000199999999,-123.062970399999998
2017,7411000.0,6438,MACDONALD ST,49.228350599999999,-123.166641499999997
2017,1451000.0,5644,ROSS ST,49.233366699999998,-123.082150299999995
2017,1994000.0,1119,64TH AVE W,49.213259999999998,-123.131800900000002
2017,1345000.0,4666,RAVINE ST,49.242275499999998,-123.046738599999998
2017,7807000.0,2996,GRANVILLE ST,49.259029800000000,-123.138312099999993
2017,2444000.0,4431,ONTARIO ST,49.245607600000000,-123.105522699999995
2017,1235000.0,3153,ADANAC ST,49.277686600000003,-123.037584800000005
2017,2145000.0,911,71ST AVE W,49.207040499999998,-123.127931399999994
2017,1512000.0,3336,3RD AVE W,49.269160900000003,-123.178602200000000
2017,1553000.0,3568,NORMANDY DR,49.251286899999997,-123.027183600000001
2017,11591000.0,1175,BROUGHTON ST,49.284070800000002,-123.136313200000004
2017,1352000.0,1966,36TH AVE E,49.237285000000000,-123.066210200000000
2017,4493000.0,3369,43RD AVE W,49.233135200000000,-123.180105299999994
2017,3095000.0,2146,15TH AVE W,49.257982599999998,-123.154228000000003
2017,1639000.0,3435,PANDORA ST,49.283216799999998,-123.030029400000004
2017,3023000.0,4649,9TH AVE W,49.265037700000001,-123.213691600000004
2017,523000.0,131,GEORGIA ST W,49.278424999999999,-123.111567600000001
2017,25513000.0,4453,MAIN ST,49.245179700000001,-123.101663099999996
2017,8662000.0,804,6TH AVE W,49.265680699999997,-123.122185200000004
2017,1279000.0,1165,61ST AVE E,49.214917100000001,-123.082115500000000
2017,1410000.0,2164,KITCHENER ST,49.271815900000000,-123.060398399999997
2017,1222000.0,3256,GEORGIA ST E,49.278016299999997,-123.034828899999994
2017,1114000.0,1410,58TH AVE E,49.217015699999997,-123.076782100000003
2017,11498000.0,510,HASTINGS ST W,49.283927599999998,-123.112339100000000
2017,114000.0,180,50TH AVE E,49.224691200000002,-123.102427100000000
2017,6721000.0,1112,HASTINGS ST E,49.280691200000000,-123.080753000000001
2017,1301000.0,5284,WINDSOR ST,49.237110999999999,-123.084372599999995
2017,1425000.0,3417,DIEPPE DR,49.253964500000002,-123.024979099999996
2017,1412000.0,125,SLOCAN ST N,49.285969399999999,-123.049604700000003
2017,1360000.0,2620,6TH AVE E,49.264521400000000,-123.051545899999994
2017,2235000.0,345,12TH AVE W,49.260629100000003,-123.112127200000003
2017,1318000.0,3560,WALKER ST,49.250617800000001,-123.058307700000000
2017,1746000.0,6308,VICTORIA DR,49.227008200000000,-123.065267199999994
2017,1205000.0,5135,MCHARDY ST,49.237849500000003,-123.036447499999994
2017,2793000.0,2401,ALBERTA ST,49.263741199999998,-123.111287700000005
2017,5518000.0,1045,54TH AVE W,49.221908200000001,-123.129454899999999
2017,816000.0,4158,INVERNESS ST,49.247950199999998,-123.080010099999996
2017,1281000.0,5071,ROSS ST,49.238777700000000,-123.082716399999995
2017,1221000.0,589,62ND AVE E,49.214421500000000,-123.093111699999994
2017,1351000.0,5318,BRUCE ST,49.236490900000000,-123.069802800000005
2017,4575000.0,1451,12TH AVE E,49.259898200000002,-123.074629700000003
2017,3584000.0,7120,MAPLE ST,49.221087400000002,-123.152508900000001
2017,1082000.0,1117,KEEFER ST,49.279394799999999,-123.080779699999994
2017,1258000.0,2592,28TH AVE E,49.245209799999998,-123.052250999999998
2017,1135000.0,3538,PRINCE EDWARD ST,49.253215500000003,-123.096340200000000
2017,3135000.0,633,30TH AVE W,49.244581099999998,-123.119332700000001
2017,1290000.0,4974,PRINCE ALBERT ST,49.239559300000003,-123.087637900000004
2017,4492000.0,3773,QUESNEL DR,49.253082399999997,-123.176159999999996
2017,2106000.0,8650,HUDSON ST,49.207820900000002,-123.134236099999995
2017,449000.0,609,ABBOTT ST,49.279593599999998,-123.107685799999999
2017,1571000.0,33,56TH AVE E,49.219616899999998,-123.105413499999997
2017,1395000.0,7387,KERR ST,49.217035199999998,-123.041838299999995
2017,1334000.0,3463,MONS DR,49.253610999999999,-123.030454800000001
2017,1812000.0,7350,PRINCE EDWARD ST,49.217742299999998,-123.097336900000002
2017,1475000.0,2070,5TH AVE E,49.265670399999998,-123.062299199999998
2017,436000.0,3560,OAK ST,49.253734399999999,-123.127270100000004
2017,1111000.0,8348,FRENCH ST,49.210425800000003,-123.139094700000001
2017,1301000.0,6317,BOUNDARY RD,49.226089899999998,-123.023882499999999
2017,1989000.0,22,60TH AVE W,49.215698199999999,-123.107084999999998
2017,1202000.0,5908,KNIGHT ST,49.230480700000001,-123.076703100000003
2017,5328000.0,3108,CELTIC AVE,49.216645200000002,-123.175054599999996
2017,1586000.0,3482,5TH AVE W,49.267477999999997,-123.181411100000005
2017,1485000.0,1456,10TH AVE E,49.261144399999999,-123.074413699999994
2017,1395000.0,5167,WALES ST,49.237666699999998,-123.052125899999993
2017,1941000.0,8690,ASH ST,49.206935399999999,-123.118593899999993
2017,4260000.0,4070,37TH AVE W,49.238333099999998,-123.196018199999997
2017,425000.0,3460,LANGFORD AVE,49.215001100000002,-123.029557499999996
2017,1390000.0,2253,PARKER ST,49.275929800000000,-123.058653500000005
2017,1556000.0,1554,13TH AVE E,49.258414199999997,-123.072388000000004
2017,1172000.0,3747,NANAIMO ST,49.250944900000000,-123.057092100000006
2017,1279000.0,757,PENDER ST E,49.280424400000001,-123.088218600000005
2017,2222000.0,128,44TH AVE E,49.230049500000000,-123.103115599999995
2017,1252000.0,2528,WOODLAND DR,49.261790200000000,-123.073315199999996
2017,1184000.0,3220,WOODLAND DR,49.256080400000002,-123.074018800000005
2017,1332000.0,5783,CULLODEN ST,49.231970699999998,-123.078833299999999
2017,1475000.0,1986,8TH AVE E,49.262968399999998,-123.064297400000001
2017,2651000.0,2926,TRIMBLE ST,49.260834500000001,-123.205798400000006
2017,1219000.0,4204,PENTICTON ST,49.246974500000000,-123.051562099999998
2017,1664000.0,174,64TH AVE E,49.212167500000000,-123.103078300000007
2017,3959000.0,3275,55TH AVE W,49.221720900000001,-123.177971200000002
2017,2091000.0,7936,SELKIRK ST,49.213790099999997,-123.132426800000005
2017,3253000.0,3526,37TH AVE W,49.238325000000003,-123.182920499999994
2017,1388000.0,3151,4TH AVE E,49.266910500000002,-123.037805800000001
2017,1056000.0,2039,33RD AVE W,49.242135900000001,-123.152714200000005
2017,1454000.0,2572,PARKER ST,49.275562499999999,-123.052781600000003
2017,1392000.0,3035,SCHOOL AVE,49.235221299999999,-123.041777800000006
2017,1377000.0,2928,4TH AVE E,49.266411599999998,-123.043264699999995
2017,1475000.0,1928,2ND AVE E,49.268401400000002,-123.065011499999997
2017,1669000.0,3632,YALE ST,49.290380300000002,-123.024883000000003
2017,311000.0,535,16TH AVE W,49.256967299999999,-123.117198999999999
2017,1534000.0,347,28TH AVE E,49.245904000000003,-123.098116099999999
2017,19500000.0,812,BROADWAY W,49.263029600000003,-123.122074900000001
2017,1656000.0,8,51ST AVE E,49.223596800000003,-123.105686899999995
2017,2575000.0,2824,14TH AVE W,49.259316099999999,-123.168967499999994
2017,1360000.0,3109,8TH AVE E,49.263187500000001,-123.038689300000001
2017,3439000.0,1812,10TH AVE W,49.262491900000001,-123.146258500000002
2017,1870000.0,2710,57TH AVE E,49.217776899999997,-123.051810200000006
2017,3526000.0,5315,ASH ST,49.237145800000000,-123.118173999999996
2017,1675000.0,1485,VENABLES ST,49.276976699999999,-123.074637999999993
2017,3324000.0,792,54TH AVE W,49.221218000000000,-123.123499699999996
2017,1325000.0,3546,TRIUMPH ST,49.283603999999997,-123.027077100000000
2017,1756000.0,1192,ROBSON ST,49.285867099999997,-123.126863400000005
2017,1433000.0,768,55TH AVE E,49.219688699999999,-123.088678200000004
2017,1128000.0,3239,49TH AVE E,49.224942700000000,-123.037504700000000
2017,1411000.0,2234,MANNERING AVE,49.240408299999999,-123.060163200000005
2017,1241000.0,707,61ST AVE E,49.215048299999999,-123.090300299999996
2017,1768000.0,7539,STIRLING ST,49.215931500000003,-123.061095100000003
2017,2304000.0,275,21ST AVE W,49.252229499999999,-123.110946799999994
2017,3721000.0,3280,22ND AVE W,49.252574400000000,-123.177742899999998
2017,945000.0,2082,PANDORA ST,49.283000800000003,-123.062125600000002
2017,4363000.0,3588,VALLEY DR,49.254818000000000,-123.162662999999995
2017,3601000.0,3008,35TH AVE W,49.240161800000003,-123.173252599999998
2017,2188000.0,2949,16TH AVE W,49.258067500000003,-123.171502399999994
2017,934000.0,205,36TH AVE E,49.238171800000003,-123.101087600000000
2017,2664000.0,2492,45TH AVE W,49.230714499999998,-123.162681000000006
2017,1300000.0,2492,DUNDAS ST,49.284536699999997,-123.054863900000001
2017,1302000.0,1622,10TH AVE E,49.261113199999997,-123.071269799999996
2017,2293000.0,1850,POWELL ST,49.284327099999999,-123.066683600000005
2017,2120000.0,506,17TH AVE E,49.255329799999998,-123.093570700000001
2017,2411000.0,630,24TH AVE W,49.249788199999998,-123.119023200000001
2017,1567000.0,5429,COLLEGE ST,49.235432899999999,-123.044894799999994
2017,3001000.0,4073,21ST AVE W,49.254069800000003,-123.195712799999995
2017,195000.0,3729,MAIN ST,49.251459500000003,-123.101046100000005
2017,1541000.0,2066,53RD AVE E,49.220985800000001,-123.064755700000006
2017,465000.0,2251,KINGSWAY,49.242641599999999,-123.059635599999993
2017,1440000.0,756,23RD AVE E,49.249818500000003,-123.088614600000000
2017,2188000.0,3245,16TH AVE W,49.258149299999999,-123.177032900000000
2017,2098000.0,837,61ST AVE W,49.215822500000002,-123.125535600000006
2017,5051000.0,268,BEACH CRES,49.271700199999998,-123.127120700000006
2017,1764000.0,6663,FLEMING ST,49.223730500000002,-123.073600400000004
2017,1261000.0,4618,CLARENDON ST,49.243559300000001,-123.053166099999999
2017,1690000.0,430,19TH AVE E,49.253552900000003,-123.095824699999994
2017,3674000.0,3382,DEERING ISLAND PL,49.216960800000003,-123.182295100000005
2017,1199000.0,4841,KILLARNEY ST,49.240700400000001,-123.042183800000004
2017,589000.0,1648,7TH AVE W,49.265368000000002,-123.142009200000004
2017,2003000.0,6775,RUPERT ST,49.222617700000001,-123.044694600000000
2017,737000.0,139,14TH AVE W,49.258547700000001,-123.108424200000002
2017,1211000.0,3025,ADANAC ST,49.277689199999998,-123.040635399999999
2017,2002000.0,2576,WALL ST,49.291202300000002,-123.052557100000001
2017,1414000.0,2944,KITCHENER ST,49.272022600000000,-123.042907000000000
2017,1032000.0,6963,ARLINGTON ST,49.220520499999999,-123.030333700000000
2017,744000.0,1801,12TH AVE E,49.259622600000000,-123.067856399999997
2017,2314000.0,3592,DUNBAR ST,49.254820100000003,-123.184748400000004
2017,449000.0,3761,FRASER ST,49.251222900000002,-123.090162899999996
2017,4290000.0,3779,2ND AVE W,49.270688300000003,-123.187082700000005
2017,2576000.0,3043,15TH AVE W,49.258992599999999,-123.173121800000004
2017,2925000.0,4478,14TH AVE W,49.259922099999997,-123.208477000000002
2017,7943000.0,4645,LANGARA AVE,49.273313000000002,-123.212218899999996
2017,1452000.0,5389,BRUCE ST,49.235670300000002,-123.070431200000002
2017,1473000.0,5957,FLEMING ST,49.230092800000001,-123.073364100000006
2017,3468000.0,6729,FREMLIN ST,49.224524400000000,-123.127234299999998
2017,2512000.0,1942,42ND AVE W,49.233274999999999,-123.150470799999994
2017,3427000.0,1861,61ST AVE W,49.216346100000003,-123.150343000000007
2017,2907000.0,2608,14TH AVE W,49.259258400000000,-123.165056199999995
2017,1495000.0,757,28TH AVE E,49.245808300000000,-123.088879899999995
2017,1405000.0,5771,SHERBROOKE ST,49.232099599999998,-123.081598400000004
2017,5424000.0,3955,BROADWAY W,49.265068100000001,-123.191929500000001
2017,1677000.0,6577,VICTORIA DR,49.224500999999997,-123.066153200000002
2017,1824000.0,3824,BOYD DIVERS,49.250015400000002,-123.042867299999997
2017,1454000.0,441,61ST AVE E,49.215142700000001,-123.096140700000007
2017,1739000.0,5022,VICTORIA DR,49.238719500000002,-123.064966100000007
2017,1360000.0,3054,8TH AVE E,49.262680699999997,-123.040246600000003
